Time (s),Column_A,Column_B,Column_C
0.6964,7.643928,88.51548848,8.559625567
0.6968,7.753936,90.56785945,10.77253445
0.6972,5.373944,63.95166019,13.78490473
0.6976,5.803952,67.95743145,0.639723154
0.698,6.76396,80.6072628,-11.86050022
0.6984,5.813968,69.19929258,1.14231646
0.6988,5.393976,63.02429473,19.79258471
0.6992,7.843984,91.16330905,12.13062737
0.6996,9.973992,108.33958,-12.60676669
0.7,6.584,78.67825842,-12.58048009
0.7004,8.074008,94.18872879,14.96393982
0.7008,6.154016,72.83779765,23.82184876
0.7012,6.164024,72.67763224,5.650234187
0.7016,9.804032,106.8294553,0.759362506
0.702,7.27404,84.43484156,16.39207138
0.7024,9.814048,106.6257425,19.79249657
0.7028,9.134056,103.0750637,13.66378281
0.7032,6.744064,79.7975422,20.7772171
0.7036,5.494072,65.32821266,23.16036506
0.704,7.17408,84.47729331,12.32030248
0.7044,6.784088,79.55018871,14.27464287
0.7048,7.334096,86.0802629,26.68363229
0.7052,7.054104,83.43027352,21.58336022
0.7056,6.284112,74.52033274,6.57467334
0.706,5.44412,64.86123083,13.63001545
0.7064,9.454128,105.4973983,32.96033764
0.7068,9.094136,102.0863476,30.13702111
0.7072,8.374144,96.11005775,10.16540817
0.7076,8.984152,100.5013309,9.505654352
0.708,8.59416,98.07575193,34.77824901
0.7084,7.814168,90.58484783,44.40973776
0.7088,9.004176,101.4199691,24.42317706
0.7092,9.884184,106.4694963,14.45161791
0.7096,5.324192,63.64663797,25.99316073
0.71,8.8842,100.0544952,31.33792289
0.7104,5.864208,69.13979046,27.95787144
0.7108,5.804216,68.12456496,30.44598521
0.7112,5.374224,63.27002431,23.74056617
0.7116,8.244232,94.7910767,4.843458561
0.712,5.36424,62.98705853,9.418629973
0.7124,7.884248,92.43540615,32.48065598
0.7128,8.604256,97.58147054,29.87962405
0.7132,9.284264,103.9333164,5.046205994
0.7136,5.724272,68.2372808,0.518421256
0.714,7.30428,85.92836523,21.5336582
0.7144,9.154288,102.8545683,30.05787911
0.7148,7.404296,86.07315026,14.95705842
0.7152,5.854304,68.96149278,6.053803282
0.7156,7.874312,91.66139061,17.21033139
0.716,5.64432,66.67427377,24.21899881
0.7164,7.884328,92.12318664,12.38679824
0.7168,5.984336,71.71356636,7.128730751
0.7172,6.274344,74.54409643,14.99864877
0.7176,7.624352,89.20010802,11.67051457
0.718,6.97436,82.94313834,4.966990761
0.7184,7.524368,87.56938063,11.98364646
0.7188,8.554376,98.52403145,12.30307907
0.7192,5.844384,69.47795827,-3.45857953
0.7196,5.524392,64.76843956,-0.366672796
0.72,8.1144,93.53194162,25.20524415
0.7204,6.844408,80.57584764,26.22577409
0.7208,9.614416,105.9070687,1.493010865
0.7212,6.734424,79.41649253,-2.643681039
0.7216,5.584432,66.6458686,21.80941124
0.722,9.89444,107.5939839,36.95200809
0.7224,9.374448,103.3457162,23.15259933
0.7228,8.144456,94.07706124,7.854128703
0.7232,5.954464,70.52346919,13.19079434
0.7236,5.464472,64.55535675,23.4146023
0.724,5.23448,60.95611872,22.79376593
0.7244,6.944488,81.44501925,20.99505378
0.7248,8.534496,97.6331214,21.287287
0.7252,9.064504,102.3985413,10.04300686
0.7256,9.324512,104.5979005,4.651520991
0.726,5.77452,69.16989659,24.48332244
0.7264,5.894528,70.19058534,34.21054293
0.7268,9.074536,101.1008529,13.25670956
0.7272,7.614544,89.38450776,3.032958811
0.7276,9.934552,106.7672157,23.87998667
0.728,7.79456,91.04811098,33.91585446
0.7284,6.104568,72.5436008,15.51603482
0.7288,9.994576,107.306701,6.542739111
0.7292,8.204584,93.87877745,19.2295101
0.7296,9.194592,101.9016376,25.91280414
0.73,5.1546,61.22490443,13.52163795
0.7304,9.274608,103.0854371,0.554329213
0.7308,9.574616,105.1445829,3.550292587
0.7312,5.304624,62.31129338,8.571256951
0.7316,5.184632,61.49775458,4.848908053
0.732,5.93464,69.54654179,3.352250529
0.7324,5.924648,70.81355565,2.985344769
0.7328,9.744656,106.8404834,-8.050424061
0.7332,7.114664,84.55805717,-12.68918839
0.7336,6.764672,80.79322599,9.348286767
0.734,6.27468,74.69299266,21.33547207
0.7344,5.264688,62.19476773,-4.841499138
0.7348,9.864696,107.1393913,-21.76317189
0.7352,7.954704,92.11784323,0.689530696
0.7356,5.734712,68.20253481,20.25726304
0.736,6.51472,77.42379899,6.777130051
0.7364,5.264728,61.42524916,-10.2090396
0.7368,5.524736,65.76655904,-7.059611473
0.7372,9.084744,103.0192564,-0.000316472
0.7376,5.484752,64.52350745,0.321010575
0.738,7.96476,92.27173882,-0.239848933
0.7384,6.764768,80.74329964,0.839758874
0.7388,9.134776,102.0153644,-2.161312495
0.7392,6.134784,71.86510062,-6.642160172
0.7396,6.084792,71.15393386,3.252847967
0.74,5.9548,69.74043226,16.38933773
0.7404,5.054808,59.93493962,7.57136034
0.7408,7.144816,84.41347929,-4.365449916
0.7412,7.854824,92.09665868,11.67304558
0.7416,8.444832,96.6638624,29.38604749
0.742,7.53484,87.54305062,12.21944875
0.7424,8.304848,95.83064115,-4.852026029
0.7428,6.334856,75.41447991,12.91166968
0.7432,5.414864,64.61711244,28.90936925
0.7436,7.414872,86.2856077,15.73882711
0.744,7.18488,84.48021912,-0.081830423
0.7444,8.534888,98.25349884,3.019863246
0.7448,5.964896,69.83148477,11.62045465
0.7452,7.034904,82.93417587,14.32379848
0.7456,5.724912,68.1788992,15.94073148
0.746,7.35492,85.85351851,13.58153328
0.7464,8.354928,96.92733832,4.542112471
0.7468,9.534936,104.3469224,0.985269238
0.7472,5.174944,61.57403671,16.45321047
0.7476,8.704952,99.53435584,33.26119455
0.748,5.31496,62.38761364,17.99118099
0.7484,5.194968,62.19726694,-7.167759234
0.7488,9.684976,105.2595721,3.51197396
0.7492,5.814984,69.59434702,28.16815931
0.7496,7.164992,85.10763595,19.39478913
0.75,8.945,101.4734177,-4.009161938
0.7504,7.305008,85.58206735,-0.886052728
0.7508,6.165016,73.23520943,9.853108559
0.7512,8.095024,92.68489822,3.826966266
0.7516,6.125032,73.49907348,-0.255271112
0.752,5.47504,64.38007786,4.585325723
0.7524,8.445048,97.72176036,4.139945022
0.7528,7.455056,86.70894006,-0.049967284
0.7532,8.575064,97.34407407,4.78810983
0.7536,5.895072,70.47601864,11.93067537
0.754,9.74508,105.7969792,5.629731614
0.7544,7.925088,91.77352831,-2.544913979
0.7548,7.845096,90.82822714,7.786835825
0.7552,5.455104,64.59699956,23.63832617
0.7556,7.335112,85.71397327,12.22563743
0.756,9.69512,106.3507113,-12.70652003
0.7564,8.985128,102.0508397,-3.641555545
0.7568,8.445136,97.30853358,23.31767812
0.7572,5.745144,68.64164823,17.87417218
0.7576,5.475152,65.13242069,-5.551042517
0.758,6.52516,76.75887596,-5.123729801
0.7584,5.985168,71.79236606,9.495576826
0.7588,8.775176,100.655776,12.86928374
0.7592,6.715184,78.51157626,15.3883932
0.7596,9.855192,106.2543053,19.38757592
0.76,9.8552,107.4593501,10.68622322
0.7604,7.325208,86.17951192,4.334187416
0.7608,5.195216,60.82125431,18.53159837
0.7612,9.065224,102.0949538,35.8104569
0.7616,7.025232,82.83668647,28.22164172
0.762,6.46524,76.11520625,6.867878511
0.7624,5.435248,64.78077564,8.741874455
0.7628,8.235256,94.59184487,29.66778466
0.7632,7.965264,92.21459085,29.96090498
0.7636,6.975272,81.45714073,7.88720747
0.764,6.10528,71.40493709,5.657698644
0.7644,7.575288,88.1644892,24.47396589
0.7648,7.935296,92.83937408,22.62456044
0.7652,9.745304,106.2122976,7.721696262
0.7656,9.175312,103.5739046,11.65291279
0.766,5.34532,63.19366072,20.55910525
0.7664,9.565328,104.9847922,16.60173798
0.7668,6.235336,73.24822444,15.74175845
0.7672,9.065344,101.7088558,21.56893376
0.7676,9.975352,108.091759,13.16163049
0.768,9.79536,106.0236434,1.424019375
0.7684,9.265368,103.985279,11.70699064
0.7688,9.325376,104.2628821,26.02774861
0.7692,6.015384,71.52600309,14.2609342
0.7696,5.105392,61.04581109,-12.4504051
0.77,8.7854,100.5588555,-13.87797195
0.7704,8.725408,99.00130184,11.29321565
0.7708,5.955416,70.71169773,16.99116311
0.7712,7.005424,83.13032236,-6.627368186
0.7716,8.305432,96.5449231,-17.72121354
0.772,9.25544,103.1990483,-2.821330969
0.7724,5.925448,69.25300401,4.909523578
0.7728,5.135456,60.09319219,0.111925126
0.7732,7.125464,84.20574075,4.283106221
0.7736,8.725472,99.28482909,3.887763793
0.774,6.65548,78.14034981,-8.04862525
0.7744,8.955488,101.9608864,-3.518761284
0.7748,9.695496,106.4329724,14.79577923
0.7752,5.435504,63.83384766,11.70011868
0.7756,5.435512,63.95894366,-8.873546256
0.776,6.49552,77.31756888,-8.267496238
0.7764,7.855528,91.37155918,10.22883452
0.7768,8.445536,96.70404802,10.87624111
0.7772,5.675544,67.53975085,-6.239548332
0.7776,7.515552,88.1406195,-9.044051087
0.778,9.89556,107.8011356,10.96243168
0.7784,7.445568,87.77636065,19.38929062
0.7788,9.785576,106.2382086,3.057410209
0.7792,5.495584,65.18533246,-2.762552176
0.7796,8.085592,94.42905169,12.31961422
0.78,7.7756,90.40621758,19.64822557
0.7804,5.225608,61.96529,15.14952375
0.7808,6.435616,76.05562748,17.47311554
0.7812,7.645624,88.65364946,15.3339334
0.7816,7.865632,90.89551168,0.739836445
0.782,6.03564,71.44112307,5.611935042
0.7824,6.155648,72.86685423,27.4438753
0.7828,7.285656,84.87709916,22.06436238
0.7832,7.345664,86.96013107,-6.771383606
0.7836,7.465672,87.51009565,-12.10478147
0.784,6.47568,76.57671064,12.02241377
0.7844,9.625688,105.4260056,22.79934526
0.7848,7.145696,83.80396087,5.96022891
0.7852,6.315704,74.09309682,-7.303785495
0.7856,7.545712,87.30167216,1.536479987
0.786,9.17572,103.6108704,12.84467795
0.7864,5.575728,66.17679014,8.127081808
0.7868,6.065736,70.94847721,4.668584864
0.7872,5.045744,58.8736431,9.672791757
0.7876,6.855752,80.72475289,3.833433559
0.788,6.95576,81.84994575,-3.30843513
0.7884,9.625768,106.4595008,6.463602102
0.7888,5.265776,61.44686257,10.5021905
0.7892,8.625784,99.02558083,-7.684717282
0.7896,6.305792,73.70641591,-13.11414937
0.79,9.8558,107.9447085,7.562118585
0.7904,8.625808,97.57178334,10.28431501
0.7908,5.545816,66.32392719,-11.99761552
0.7912,10.015824,107.7331021,-15.84334586
0.7916,8.755832,99.0649996,6.700574327
0.792,9.64584,106.1832405,19.04280291
0.7924,6.025848,71.97504233,4.970925637
0.7928,9.225856,103.9174181,-7.189899049
0.7932,6.755864,80.49768045,2.396779597
0.7936,7.345872,86.26732077,16.37487845
0.794,7.48588,87.25635998,17.21329496
0.7944,7.875888,91.50878911,13.21783051
0.7948,9.125896,103.2319075,11.92570475
0.7952,9.175904,102.1662078,3.224747487
0.7956,5.225912,61.04795068,0.560175393
0.796,7.66592,90.38769044,21.08765955
0.7964,8.765928,100.5274419,30.45401574
0.7968,5.815936,68.20364168,6.60872353
0.7972,9.625944,106.5995902,-6.625035573
0.7976,6.385952,75.34577234,17.79151135
0.798,6.57596,76.96896914,36.09264178
0.7984,8.305968,95.08077037,21.54841848
0.7988,8.525976,97.53564065,10.98601523
0.7992,5.295984,63.66635726,22.79030118
0.7996,7.425992,87.59558703,33.16581852
0.8,6.626,78.71321643,29.16978834
0.8004,6.126008,71.87348825,24.043455
0.8008,6.376016,75.6093349,28.50082195
0.8012,5.896024,68.87827657,30.67308294
0.8016,7.456032,86.38507374,25.30381146
0.802,9.25604,102.6682992,25.19036492
0.8024,9.046048,101.7894076,28.43850833
0.8028,6.666056,78.9576691,20.03069357
0.8032,9.466064,104.4091739,12.35682681
0.8036,5.486072,64.40032985,28.66966602
0.804,9.35608,104.1753051,40.03463689
0.8044,5.376088,64.17141933,16.81544351
0.8048,5.436096,64.85295167,1.342710094
0.8052,9.556104,104.9951945,24.81357347
0.8056,8.616112,98.82687625,45.06685087
0.806,5.69612,68.03800185,29.67075194
0.8064,9.116128,102.2837001,10.86911586
0.8068,5.296136,62.16718589,15.9938595
0.8072,5.396144,63.22933232,26.2896091
0.8076,6.946152,81.80632215,27.36122397
0.808,8.77616,100.2177812,23.68391755
0.8084,7.096168,82.96991132,18.1456347
0.8088,9.616176,105.8420097,9.968899413
0.8092,6.296184,75.13418424,5.341219829
0.8096,9.486192,105.1222302,16.65007876
0.81,9.1362,102.5558446,28.96254712
0.8104,9.946208,108.5808224,16.22850152
0.8108,7.416216,87.03463406,-1.755945207
0.8112,9.556224,105.5269582,11.5434758
0.8116,8.186232,93.8642194,34.6644899
0.812,6.47624,75.67111832,24.38097317
0.8124,6.696248,79.59372954,6.822611661
0.8128,10.006256,108.3865405,20.84648603
0.8132,5.766264,68.50177944,36.85086396
0.8136,6.746272,79.84227794,27.11673311
0.814,9.82628,106.0443477,15.97594268
0.8144,10.006288,108.1397067,22.04233433
0.8148,6.006296,71.7980928,28.50772648
0.8152,9.166304,103.1673285,26.21066582
0.8156,5.066312,60.8226525,25.8085796
0.816,6.75632,78.84178411,25.22312382
0.8164,8.596328,99.14517589,18.951848
0.8168,9.406336,103.8125269,16.87011642
0.8172,8.866344,100.9539382,30.5340899
0.8176,6.896352,81.12628249,44.84378917
0.818,8.61636,97.53497354,30.56685066
0.8184,9.356368,103.2852777,8.341339748
0.8188,9.236376,104.0285493,22.24358775
0.8192,9.206384,102.5646824,51.26461201
0.8196,9.086392,101.2105694,44.49749731
0.82,9.6764,105.4736787,17.53772808
0.8204,8.616408,98.32337946,17.69673582
0.8208,9.076416,102.8939414,31.11175537
0.8212,6.866424,80.60407966,27.99413344
0.8216,5.026432,60.02276127,22.3885136
0.822,8.77644,100.0720588,22.01290773
0.8224,6.806448,79.4685894,14.62153909
0.8228,7.356456,86.38066891,6.376852188
0.8232,5.646464,66.16786161,12.97316848
0.8236,9.416472,104.9316149,22.93844191
0.824,6.70648,78.52678242,14.61644715
0.8244,5.316488,63.64099055,0.556779394
0.8248,6.056496,72.61504799,6.17022662
0.8252,6.896504,80.57396225,22.9194014
0.8256,6.506512,76.8671157,17.61762964
0.826,9.95652,108.4899055,-4.208926355
0.8264,6.586528,78.44295063,0.755576203
0.8268,7.306536,86.29823115,22.99867405
0.8272,5.076544,60.31602169,16.16753157
0.8276,6.056552,71.00970529,-7.865080441
0.828,5.89656,69.81761486,-7.724943404
0.8284,8.256568,95.90185748,6.463631541
0.8288,7.646576,89.55228044,5.627701761
0.8292,8.336584,96.52978027,1.805452995
0.8296,5.476592,65.59668534,3.332971865
0.83,5.5166,64.51611913,-4.435594267
0.8304,6.916608,82.36491889,-9.48401401
0.8308,9.276616,103.7895708,5.960043999
0.8312,5.706624,67.27213759,22.90613079
0.8316,8.616632,97.83927366,13.44551627
0.832,6.99664,81.92823539,-7.918526255
0.8324,5.846648,68.37278682,-2.522089747
0.8328,5.156656,61.59267994,23.88748683
0.8332,5.186664,60.45423404,28.38870539
0.8336,9.886672,108.2002253,4.867185457
0.834,9.41668,105.0520095,-3.421645262
0.8344,7.406688,86.69414562,13.80423649
0.8348,8.436696,96.55730879,17.0129953
0.8352,8.626704,98.08234293,5.587121997
0.8356,8.096712,93.2617828,8.058453635
0.836,6.39672,76.07370664,13.46200073
0.8364,6.136728,71.94582404,6.378238137
0.8368,7.136736,84.54137855,6.417979329
0.8372,5.226744,62.72296933,18.9105909
0.8376,9.816752,107.5751632,16.39039441
0.838,9.42676,104.0234712,4.162588399
0.8384,9.906768,107.2725128,12.34636329
0.8388,9.876776,107.2555209,28.46453222
0.8392,6.806784,80.17633332,22.0622956
0.8396,8.956792,101.622999,1.130083656
0.84,6.7468,79.97719231,1.473379665
0.8404,5.566808,66.34910284,23.97082697
0.8408,7.946816,91.67572326,26.88441927
0.8412,9.596824,105.7772821,1.9676416
0.8416,8.636832,99.44868281,-9.940339809
0.842,5.47684,65.38865864,5.971884164
0.8424,6.026848,71.35579739,15.233922
0.8428,6.226856,74.35663456,7.385423261
0.8432,5.636864,66.50127604,6.30374544
0.8436,8.726872,98.76336047,4.842056319
0.844,8.27688,95.50696795,-4.934634509
0.8444,7.726888,89.68398766,2.438986496
0.8448,5.196896,61.68549109,23.72483052
0.8452,8.676904,99.79633397,20.43196784
0.8456,7.786912,90.68938532,-4.28761043
0.846,8.54692,98.01002118,-5.400389864
0.8464,9.026928,102.5654763,17.00695096
0.8468,8.926936,100.4345461,21.59505687
0.8472,9.086944,101.1816923,3.19230138
0.8476,9.196952,102.3346835,-6.178802732
0.848,6.21696,74.57052,7.204175805
0.8484,7.606968,89.55047915,15.68928138
0.8488,5.386976,64.16321757,3.950218469
0.8492,8.476984,97.05340878,-0.510027556
0.8496,7.046992,82.4798686,11.81587197
0.85,5.697,66.74848711,16.25891372
0.8504,8.687008,99.6794601,10.84731348
0.8508,5.177016,60.25200041,16.65475666
0.8512,6.527024,77.44312679,22.48024157
0.8516,7.697032,90.2818316,13.01891453
0.852,8.53704,97.324035,17.11707294
0.8524,5.287048,62.36484626,38.83588245
0.8528,6.687056,79.05928727,36.54547051
0.8532,6.247064,73.35549462,10.97861673
0.8536,5.267072,61.74546058,8.51119173
0.854,9.22708,103.5701727,34.67923168
0.8544,9.817088,106.841078,44.62404785
0.8548,5.657096,66.57472541,25.13171071
0.8552,5.247104,62.73110569,10.65138834
0.8556,6.027112,70.65390063,21.05904947
0.856,6.00712,70.31078817,36.72874275
0.8564,5.127128,60.39481715,35.48633814
0.8568,9.917136,106.7759914,30.15881423
0.8572,9.127144,103.2471176,32.07811903
0.8576,8.737152,98.53091163,28.03318309
0.858,7.63716,89.66796505,26.09578692
0.8584,6.837168,80.31142364,41.00448193
0.8588,9.517176,104.6005751,47.761429
0.8592,6.407184,76.43305606,26.45820425
0.8596,8.217192,95.26892401,14.35982051
0.86,9.9272,108.4255389,33.83387223
0.8604,7.817208,90.12983165,40.85119234
0.8608,7.697216,90.73067932,18.96388768
0.8612,9.517224,104.2618852,9.179836635
0.8616,10.017232,108.0303744,24.25200824
0.862,7.15724,83.23925728,31.92206323
0.8624,6.307248,74.01626617,17.87958711
0.8628,8.077256,92.83940426,7.78270061
0.8632,8.177264,94.3801487,16.61209641
0.8636,6.097272,72.90115929,26.94949743
0.864,5.88728,69.59885687,24.7889088
0.8644,7.237288,85.30276018,19.79356327
0.8648,7.397296,86.50996,20.59017699
0.8652,6.987304,82.46201729,16.03282105
0.8656,5.437312,64.65454339,13.65527555
0.866,9.80732,106.3102902,29.97965044
0.8664,7.877328,91.0918554,35.99379011
0.8668,6.747336,79.14819602,10.14403243
0.8672,9.607344,106.0230277,-5.040268819
0.8676,7.007352,81.78540112,19.90557093
0.868,7.43736,86.69698294,39.57640486
0.8684,6.327368,74.81295626,21.37934124
0.8688,5.127376,60.51680632,4.497621374
0.8692,7.037384,82.3262076,14.55091529
0.8696,9.047392,102.596565,28.36028053
0.87,5.0874,59.92990753,29.35203999
0.8704,8.177408,94.73148368,26.4862196
0.8708,8.847416,100.510149,28.54728222
0.8712,7.827424,90.26348863,28.38505695
0.8716,5.957432,71.30047421,25.87610647
0.872,5.55744,65.66402934,31.65385175
0.8724,5.167448,60.83071994,38.66848689
0.8728,5.647456,67.57770019,29.36502916
0.8732,5.147464,60.28690978,15.91590335
0.8736,8.237472,94.71515956,26.99298495
0.874,7.13748,84.06840192,40.46090549
0.8744,8.027488,93.03043871,21.85242564
0.8748,5.627496,66.00242729,5.042901563
0.8752,7.987504,93.03428541,23.58306855
0.8756,9.247512,103.9368015,40.78753198
0.876,9.91752,107.5970777,24.53738628
0.8764,7.167528,83.97489706,7.276891049
0.8768,8.107536,93.36852513,16.38253087
0.8772,8.947544,101.9992008,28.9365639
0.8776,8.407552,96.14497932,28.79450761
0.878,9.68756,105.5781711,23.54293313
0.8784,6.957568,82.99081053,17.51389301
0.8788,6.677576,79.26152161,10.50673718
0.8792,5.187584,61.1163171,7.994215527
0.8796,8.627592,98.20583346,18.4221561
0.88,5.2076,61.21941978,25.95669138
0.8804,7.007608,83.23119965,7.878724622
0.8808,6.497616,76.3975164,-14.11566797
0.8812,9.587624,104.953559,-2.225651307
0.8816,6.847632,81.14164364,23.18161844
0.882,5.96764,70.24283264,13.33438772
0.8824,6.217648,74.46552527,-10.92530552
0.8828,8.447656,96.06666953,-3.444994548
0.8832,7.237664,84.58276968,13.94060445
0.8836,8.297672,95.6696881,9.681044043
0.884,8.11768,92.94769509,2.038276974
0.8844,7.497688,88.67338072,7.640369128
0.8848,7.907696,91.86773508,10.05060291
0.8852,8.367704,95.22458374,4.255423738
0.8856,9.997712,107.1040724,5.594414005
0.886,9.88772,108.1420033,8.974196825
0.8864,6.477728,76.20714322,2.751376772
0.8868,9.447736,104.9000701,-3.604234387
0.8872,5.267744,61.90654834,4.534074052
0.8876,7.837752,90.38008502,16.62309609
0.888,9.58776,105.2044138,5.515831153
0.8884,9.947768,108.3671738,-13.44861948
0.8888,9.307776,104.0556889,-0.121380092
0.8892,7.697784,89.44938283,28.13716568
0.8896,9.517792,104.6995542,22.62849692
0.89,6.5878,77.82738542,-2.816714054
0.8904,8.337808,96.7687795,1.385285976
0.8908,9.547816,104.8303629,22.52776521
0.8912,8.697824,99.70228684,24.29181072
0.8916,5.207832,61.96821404,18.2134487
0.892,5.98784,70.41883556,16.73716359
0.8924,7.957848,92.03415513,10.02370748
0.8928,8.177856,94.20963671,4.497256002
0.8932,5.737864,68.83304015,15.34942159
0.8936,6.147872,73.56803992,27.09917337
0.894,5.98788,70.02730663,15.37524912
0.8944,7.897888,91.24033396,-3.019163125
0.8948,7.717896,90.57302749,2.487621684
0.8952,6.117904,71.54369019,23.74321683
0.8956,9.407912,103.6061298,24.19103032
0.896,5.40792,63.49674225,3.025570676
0.8964,6.567928,78.34371447,3.136909303
0.8968,8.477936,96.59771537,24.18602309
0.8972,8.687944,98.21224288,23.20396927
0.8976,8.847952,100.0174294,4.857386668
0.898,5.55796,65.27225107,6.02975114
0.8984,8.487968,97.87314406,17.88436647
0.8988,9.557976,105.9171039,12.19343098
0.8992,8.777984,99.14861504,4.346607602
0.8996,8.857992,100.9054952,6.979044463
0.9,5.898,69.82664239,1.175899459
0.9004,9.958008,107.3818302,-6.742741752
0.9008,5.858016,69.77846128,3.266791298
0.9012,6.528024,77.10052624,15.91378729
0.9016,8.008032,92.82981329,4.581993284
0.902,6.55804,78.10029632,-15.74538647
0.9024,7.508048,87.22028107,-8.048876246
0.9028,5.908056,70.55352204,19.52040177
0.9032,7.668064,88.94231523,24.14157834
0.9036,9.058072,101.211138,-0.110798341
0.904,7.10808,84.14485687,-9.308556065
0.9044,7.218088,85.36878986,11.13186824
0.9048,5.698096,67.87754559,20.50348472
0.9052,5.798104,68.91301139,9.987969419
0.9056,6.188112,72.47557104,7.702585055
0.906,9.56812,104.7334874,9.510785743
0.9064,5.108128,60.89079299,2.392838472
0.9068,8.798136,99.38304559,5.054046985
0.9072,7.588144,88.69373279,21.57359366
0.9076,7.258152,84.32098118,19.48464706
0.908,5.05816,60.37835807,1.989832311
0.9084,8.378168,96.15093131,7.054578376
0.9088,6.498176,76.32991398,27.69975475
0.9092,6.908184,81.61996602,29.06979538
0.9096,6.948192,80.91475676,13.09911903
0.91,8.8582,99.63915172,13.16328065
0.9104,9.408208,104.8731206,33.33573912
0.9108,8.848216,100.1515374,37.80913828
0.9112,6.078224,72.38394008,18.07973878
0.9116,7.738232,90.64530613,9.169265137
0.912,5.40824,64.82158445,24.42035035
0.9124,6.408248,75.20028865,31.30393229
0.9128,6.508256,76.53702582,19.09035889
0.9132,7.488264,88.36201094,14.75947054
0.9136,8.288272,96.08946442,14.79669003
0.914,5.08828,59.20951695,6.511052666
0.9144,7.308288,84.97576089,11.29790328
0.9148,7.118296,83.45231258,29.1909949
0.9152,7.898304,92.21538343,23.66845212
0.9156,7.788312,90.01725391,-2.680117215
0.916,6.10832,71.68852671,-2.330144815
0.9164,9.978328,107.726451,24.69036526
0.9168,9.628336,105.6863887,31.07273032
0.9172,5.798344,69.01886067,9.265088391
0.9176,6.688352,79.9938766,-5.251447254
0.918,5.84836,68.53207251,5.479647474
0.9184,6.148368,73.11883376,16.08603998
0.9188,5.288376,63.17882461,6.63798422
0.9192,7.398384,86.47334009,-2.147248901
0.9196,5.928392,70.91277113,1.620964755
0.92,5.1384,60.14967387,0.615385129
0.9204,7.608408,88.20112659,-5.783646459
0.9208,6.528416,77.5929946,1.263325556
0.9212,6.378424,76.22407587,8.468031645
0.9216,6.978432,83.15379113,-4.103324053
0.922,8.05844,93.89345235,-6.71237475
0.9224,10.008448,108.649917,13.85441084
0.9228,6.508456,77.56630893,17.34485509
0.9232,7.658464,90.10943559,-3.601007189
0.9236,7.798472,89.89581057,-6.183790433
0.924,7.37848,86.41290583,17.46823846
0.9244,9.938488,106.8093976,24.59048699
0.9248,9.428496,105.1190649,4.000163188
0.9252,5.818504,69.82810673,-9.091850753
0.9256,7.458512,87.81081749,2.280312325
0.926,5.12852,59.95359497,16.96654701
0.9264,5.118528,60.60115732,13.09174921
0.9268,8.768536,98.77070445,3.408434518
0.9272,6.848544,80.64176764,3.149856905
0.9276,6.008552,71.32263651,2.108624248
0.928,9.25856,103.0781438,3.986608009
0.9284,6.308568,74.67754118,19.9289606
0.9288,9.408576,104.8375952,26.79222168
0.9292,7.208584,84.47416321,5.407084299
0.9296,7.858592,91.17058302,-6.164292499
0.93,7.1586,84.85289027,18.71836317
0.9304,8.848608,100.3986673,33.31178353
0.9308,5.508616,65.9744804,12.05617067
0.9312,7.788624,90.77334421,-3.350957679
0.9316,5.598632,66.14361098,8.081787813
0.932,9.42864,103.6700263,17.28420984
0.9324,8.998648,100.6746417,7.223547748
0.9328,5.218656,62.10457239,-1.410691814
0.9332,8.408664,95.54882689,3.158408714
0.9336,9.328672,103.7936845,7.077799174
0.934,7.72868,90.95190125,2.888975569
0.9344,9.138688,102.6941445,0.444068519
0.9348,7.418696,87.02150975,4.862272382
0.9352,7.678704,90.01453286,2.37635808
0.9356,10.018712,107.9150127,-2.273741535
0.936,9.50872,105.4498586,10.3487534
0.9364,5.238728,61.50526529,17.73634732
0.9368,6.918736,81.00738803,-3.82737574
0.9372,9.508744,105.8670141,-18.34194722
0.9376,5.118752,60.36685738,4.396150451
0.938,9.72876,106.6125788,21.60580209
0.9384,5.518768,64.90608589,-0.939805419
0.9388,6.318776,74.75562503,-21.94753915
0.9392,9.308784,103.7087068,-11.76845203
0.9396,7.688792,90.15003475,3.392833554
0.94,8.1088,94.50139339,2.93372629
0.9404,6.418808,76.85564681,-3.896856685
0.9408,8.288816,95.76340085,-6.020821586
0.9412,6.608824,78.40376145,-6.586632953
0.9416,5.928832,71.01096691,-3.932785481
0.942,6.77884,80.5445817,7.911119176
0.9424,9.388848,105.0964731,16.94314129
0.9428,7.438856,86.7565507,6.667533309
0.9432,8.878864,100.1022636,-7.946410245
0.9436,8.438872,95.81845821,4.982114056
0.944,6.43888,76.77807705,25.652949
0.9444,6.528888,76.56737469,12.94128745
0.9448,8.558896,97.32078349,-6.555112446
0.9452,8.908904,100.0732273,6.579405586
0.9456,5.608912,66.86745181,24.21096306
0.946,7.73892,90.62517257,12.61550131
0.9464,9.238928,102.6337365,-0.590504649
0.9468,7.058936,84.00983102,10.52581778
0.9472,6.378944,76.31606586,22.03126126
0.9476,9.878952,106.939572,20.21286858
0.948,9.74896,106.2457968,18.03904847
0.9484,6.888968,81.72365266,18.96663305
0.9488,8.008976,92.79683419,18.19265801
0.9492,8.268984,94.44309637,19.04774209
0.9496,8.338992,95.94941668,29.49729784
0.95,7.829,91.5870024,36.11164915
0.9504,5.129008,60.41247681,19.64561541
0.9508,8.099016,94.34645633,0.497471688
